"","seqnames","start","end","width","strand","Conc","Conc_treated","Conc_untreated","Fold","p.value","FDR"
"7346","3",100269678,100270078,401,"*",3.60350295539099,4.60350295539099,0,6.17589141432531,1.40869388056712e-06,1.09205764276132e-05
"7916","5",72487413,72487813,401,"*",3.48588535016321,4.48588535016321,0,6.09945105587135,1.40949706839018e-06,1.09205764276132e-05
"9844","9",33101071,33101471,401,"*",3.11136654512019,0,4.11136654512019,-5.80348545307128,1.41667253410531e-06,1.09676091271413e-05
"5335","2",27735431,27735831,401,"*",3.79224264456334,4.73685926461662,0.0614700798625674,4.45775995206127,1.42637831444026e-06,1.1034142455822e-05
"6410","20",50540924,50541324,401,"*",3.6259133163803,0,4.6259133163803,-6.15021912530991,1.43501058085168e-06,1.10922741549478e-05
"8022","5",132073585,132073985,401,"*",4.17286433515368,0.158122005180995,5.12753370548562,-4.7025455638081,1.43773160749018e-06,1.10968505748792e-05
"1517","10",99976984,99977384,401,"*",3.55125237350275,0,4.55125237350275,-6.10649888739201,1.43783877474001e-06,1.10968505748792e-05
"204","1",28111187,28111587,401,"*",3.71152611990349,0,4.69156645670878,-5.52517567888886,1.44424062359914e-06,1.11375976606228e-05
"7292","3",51941903,51942303,401,"*",3.62848022506729,0,4.62848022506729,-6.147739969938,1.45113033406669e-06,1.11820408118104e-05
"6387","20",50115834,50116234,401,"*",3.32099152352628,0,4.32099152352628,-5.93751490049553,1.46606483600662e-06,1.12883580274366e-05
"6789","22",37762372,37762772,401,"*",3.83624411414842,1.01717967897396,4.73022571772834,-3.55100371683038,1.4712993649839e-06,1.13198807732288e-05
"8273","6",1637003,1637403,401,"*",3.03806247680003,4.03806247680003,0,5.78898349057279,1.48586415751976e-06,1.14230842473924e-05
"971","1",204493831,204494231,401,"*",4.39775052308487,5.36927345209872,0,5.37348705542746,1.4975868685441e-06,1.15042954104491e-05
"4208","17",50817846,50818246,401,"*",3.29094197436733,0,4.29094197436733,-5.91541010449578,1.50577389271179e-06,1.15582412104908e-05
"8978","7",29413840,29414240,401,"*",3.14611046200121,4.14611046200121,0,5.86455833982508,1.50820008098724e-06,1.1567917931838e-05
"5838","2",160582983,160583383,401,"*",3.07812620273335,4.07812620273335,0,5.81508641618792,1.51109732100108e-06,1.15811898926145e-05
"432","1",51638364,51638764,401,"*",3.86329929389035,4.83577447035845,0,5.03627189834677,1.51886249457594e-06,1.16317208786005e-05
"8704","6",143336573,143336973,401,"*",3.23924772277192,4.23924772277192,0,5.92516630061915,1.52082995343981e-06,1.16378082404704e-05
"7196","3",45183203,45183603,401,"*",3.11796834001269,0,4.11796834001269,-5.79694483922651,1.52824535075381e-06,1.16855432251399e-05
"9545","8",53815326,53815726,401,"*",3.10976019008931,4.10976019008931,0,5.83623024931549,1.5298598042895e-06,1.16859878729481e-05
"3853","17",2634528,2634928,401,"*",4.71875982859248,1.15812200518099,5.65629232867166,-4.29742275810001,1.53065836119219e-06,1.16859878729481e-05
"9907","9",86660183,86660583,401,"*",3.21446772642039,4.21446772642039,0,5.90715045924098,1.53460532162789e-06,1.17071159240252e-05
"1506","10",94397600,94398000,401,"*",3.45328555129013,0,4.45328555129013,-6.02619547686797,1.53584944582114e-06,1.17076081027456e-05
"9672","8",123563977,123564377,401,"*",3.77137593315917,4.7271175339081,0,4.49432353143481,1.53923752139309e-06,1.17244300842874e-05
"2994","14",100476333,100476733,401,"*",3.70487458722851,4.70487458722851,0,6.23951515444118,1.54583080720352e-06,1.17656217496127e-05
"5892","2",179701657,179702057,401,"*",3.57981758205271,4.57981758205271,0,6.15372934480537,1.55811642302196e-06,1.18500425275808e-05
"6540","21",46285695,46286095,401,"*",3.72696668331725,4.70434564374268,0,5.57765624524154,1.56087109070385e-06,1.18619031969646e-05
"3237","15",66497665,66498065,401,"*",3.32579783698363,0,4.32579783698363,-5.93716329214632,1.56528373178551e-06,1.18863359127553e-05
"4146","17",47820030,47820430,401,"*",3.84353189124755,4.82267942595645,0,5.66250908609821,1.57842395670531e-06,1.19769554818809e-05
"8538","6",55319905,55320305,401,"*",3.67960907005264,4.65622700507817,0,5.53828260009906,1.58642082144534e-06,1.20284390014095e-05
"8712","6",145756228,145756628,401,"*",3.03302330138835,4.03302330138836,0,5.78252821671135,1.5876400346087e-06,1.20284941553369e-05
"3319","15",74051335,74051735,401,"*",4.48924701606973,5.44438968743869,0.459597609394381,4.5188462053788,1.59137711210671e-06,1.20467630795901e-05
"9108","7",56352831,56353231,401,"*",3.05017226331668,4.05017226331668,0,5.79237143964128,1.5924789078511e-06,1.20467630795901e-05
"5165","19",55216436,55216836,401,"*",3.49799445835755,0,4.49799445835755,-6.05238295746673,1.60746742086196e-06,1.21508866352285e-05
"10097","9",125296938,125297338,401,"*",3.98345653563032,4.93239305152308,0.137669514507018,4.33909304768417,1.62207578579972e-06,1.22508818156303e-05
"8442","6",37514320,37514720,401,"*",3.07161870603299,0,4.07161870603299,-5.76325425577865,1.62316469396008e-06,1.22508818156303e-05
"264","1",32612094,32612494,401,"*",3.29584927537776,0,4.29584927537776,-5.91434434931057,1.63133737381207e-06,1.22971079419277e-05
"5200","2",9745332,9745732,401,"*",3.76197035370137,4.74727189670944,0,5.60359371847592,1.63176737123615e-06,1.22971079419277e-05
"2211","12",12599573,12599973,401,"*",3.15581998382349,4.15581998382349,0,5.86534253574539,1.64557694955554e-06,1.23917687589823e-05
"1642","11",33769535,33769935,401,"*",3.19888605006217,0,4.19888605006217,-5.84678367537857,1.66661286025587e-06,1.25406615906289e-05
"7670","3",197908544,197908944,401,"*",3.26942378216618,0,4.26942378216618,-5.89408192916697,1.6826880452304e-06,1.26520294309937e-05
"9205","7",92752546,92752946,401,"*",3.25088284706776,4.25088284706776,0,5.9263516325263,1.68518185685116e-06,1.26611884400059e-05
"3440","16",689995,690395,401,"*",3.08990567650272,4.08990567650272,0,5.8157458217471,1.6991147229296e-06,1.27562130295585e-05
"1465","10",79299799,79300199,401,"*",3.08332313312116,0,4.08332313312116,-5.76672126400989,1.73092837329978e-06,1.29852336394561e-05
"4429","18",37176536,37176936,401,"*",3.12258262378474,4.12258262378474,0,5.84213119318103,1.75351156077989e-06,1.31446871423691e-05
"7904","5",65879639,65880039,401,"*",3.17549688145274,4.17549688145274,0,5.87858405799093,1.75483228852787e-06,1.31446871423691e-05
"3506","16",11597161,11597561,401,"*",3.94094361000867,4.90171345065987,0,5.03230990861312,1.75803829384842e-06,1.31587707891746e-05
"9712","8",127035723,127036123,401,"*",4.26691716974268,5.1710986290781,1.3069553312936,3.66028650675982,1.78243140445612e-06,1.33312974297114e-05
"2156","11",119578817,119579217,401,"*",3.10436659227266,0,4.10436659227266,-5.78003211807606,1.79679617616634e-06,1.34244004373048e-05
"2399","12",69105209,69105609,401,"*",3.23962965600441,4.23962965600441,0,5.91568030467737,1.79853122773715e-06,1.34244004373048e-05
"1427","10",76330138,76330538,401,"*",3.51465950796669,4.51465950796669,0,6.10084707603829,1.79893728782019e-06,1.34244004373048e-05
"2040","11",72821995,72822395,401,"*",4.03953123604161,4.94043283277029,1.12650489960323,3.74790222567002,1.80651655720937e-06,1.34708315779887e-05
"5643","2",75609062,75609462,401,"*",3.30533888924633,4.30533888924633,0,5.96637781366251,1.81932124641076e-06,1.35561286566267e-05
"9836","9",6545151,6545551,401,"*",3.12878025976736,4.12878025976736,0,5.83780717004738,1.8314147621113e-06,1.3636002636125e-05
"7717","4",6772349,6772749,401,"*",3.22552449914948,4.22552449914948,0,5.90572980553454,1.84112043373514e-06,1.36979912329994e-05
"1167","10",6401580,6401980,401,"*",3.21034857539112,4.21034857539112,0,5.8955302576908,1.87352691489919e-06,1.39286551538385e-05
"5087","19",48492748,48493148,401,"*",3.27246773692728,0,4.27246773692728,-5.88946526775678,1.89287929305247e-06,1.4061996245169e-05
"6295","20",46831013,46831413,401,"*",3.08424063310185,4.08424063310185,0,5.80619716084858,1.89931193658466e-06,1.40992303445046e-05
"7450","3",140300145,140300545,401,"*",3.09107493998406,4.09107493998406,0,5.81309934508596,1.90851991545172e-06,1.4156995635918e-05
"409","1",45499948,45500348,401,"*",3.68142801708795,4.68142801708795,0,6.20797139958459,1.91667187601048e-06,1.42068471765527e-05
"2991","14",92846410,92846810,401,"*",3.03592466572225,0,4.03592466572225,-5.73381603642664,1.91968644337021e-06,1.42172832651218e-05
"4776","19",18364980,18365380,401,"*",3.65537069132152,0,4.65537069132152,-6.15126625155531,1.92094477164014e-06,1.42172832651218e-05
"6553","22",19171329,19171729,401,"*",3.18167056622368,4.18167056622368,0,5.87196704656722,1.92739119907275e-06,1.42543648664658e-05
"696","1",145891976,145892376,401,"*",3.18728642369632,0,4.18728642369632,-5.83331519665032,1.94673028459292e-06,1.43766203271604e-05
"7727","4",7557456,7557856,401,"*",3.12397667706948,0,4.12397667706948,-5.79316082486717,1.94681891382404e-06,1.43766203271604e-05
"503","1",89808427,89808827,401,"*",3.2797171389211,4.2797171389211,0,5.9448610828093,1.95279402534993e-06,1.44034215329588e-05
"4595","19",10276888,10277288,401,"*",3.95675122667397,4.89815754368595,0.305676111783848,4.53712278151711,1.95335066834888e-06,1.44034215329588e-05
"5016","19",45781772,45782172,401,"*",3.06119031409822,0,4.06119031409822,-5.75042165490339,1.95613617159106e-06,1.44132527862222e-05
"8710","6",144362182,144362582,401,"*",3.00394789157391,4.00394789157391,0,5.75067829189352,1.96046041698255e-06,1.44343988416556e-05
"8799","7",732149,732549,401,"*",4.02532095748418,0.866990668048809,4.94217384474825,-3.92712134922088,1.96470260305023e-06,1.44549098111738e-05
"7873","5",54415914,54416314,401,"*",3.51692152835467,4.51692152835467,0,6.09604230826233,1.98022992805074e-06,1.45583570636323e-05
"3504","16",11458440,11458840,401,"*",3.02183035599882,4.02183035599882,0,5.76373226904168,1.9899765914524e-06,1.46191840637787e-05
"4981","19",45160844,45161244,401,"*",3.13423275538259,0,4.13423275538259,-5.80283845543487,2.02174738922496e-06,1.48415997322912e-05
"7582","3",188567425,188567825,401,"*",4.18033104036595,5.11322569203746,0.720713611062692,4.34547855253934,2.03833376617037e-06,1.49400754499049e-05
"8454","6",42122703,42123103,401,"*",3.88664836232983,0,4.8718094304515,-5.63761421172475,2.03871699098451e-06,1.49400754499049e-05
"2608","13",44714082,44714482,401,"*",3.74720958861295,4.73235919349284,0,5.57980051539376,2.03967780701473e-06,1.49400754499049e-05
"2659","13",106373970,106374370,401,"*",3.33924928414932,0,4.33924928414932,-5.93994212647854,2.04965920611781e-06,1.50021147645422e-05
"2498","12",121230206,121230606,401,"*",3.53769662290765,4.53769662290765,0,6.11137552586718,2.06004508223323e-06,1.5067020958854e-05
"2936","14",74438490,74438890,401,"*",3.07936046764695,4.07936046764695,0,5.79827732994439,2.07832254572093e-06,1.51895075598529e-05
"1022","1",215114133,215114533,401,"*",3.89142061304645,4.89142061304645,0,6.33627233681803,2.08701198861215e-06,1.5241791013227e-05
"2295","12",50111586,50112257,672,"*",4.18615933349047,0.275999942128537,5.13736231811303,-4.42913514166164,2.11895150024382e-06,1.54636717940587e-05
"6741","22",36585814,36586214,401,"*",3.40092637337208,0,4.40092637337208,-5.9692116218388,2.13016729456873e-06,1.55341002193936e-05
"8316","6",13953088,13953488,401,"*",3.93629085604957,4.8969322291153,0,5.02330677765418,2.13735746434374e-06,1.55750901862053e-05
"2201","12",10205279,10205679,401,"*",3.43335683199215,4.43335683199215,0,6.03807039918639,2.14731488849482e-06,1.56361704096193e-05
"755","1",151552791,151553191,401,"*",4.21524554627382,5.18288489351163,0,5.22572341640954,2.14889653605187e-06,1.56362156307293e-05
"855","1",180560891,180561291,401,"*",3.97606776890615,4.81995567595409,1.69060334510388,3.02311237486377,2.1508231334745e-06,1.5638350258342e-05
"474","1",65297701,65298101,401,"*",3.0203813158491,4.0203813158491,0,5.75518483306885,2.15234120432193e-06,1.5638350258342e-05
"9103","7",55977793,55978193,401,"*",3.69171960319963,4.69171960319963,0,6.20903880059844,2.15791927213258e-06,1.56674094922574e-05
"7503","3",172315335,172315735,401,"*",3.3586691626875,4.3586691626875,0,5.98863056872054,2.18717166634378e-06,1.5865115104838e-05
"5291","2",26342964,26343364,401,"*",3.74607994187322,0,4.72659585517355,-5.53091390203811,2.18834685929705e-06,1.5865115104838e-05
"2071","11",74135317,74135717,401,"*",3.19609845351371,4.19609845351371,0,5.87939279374135,2.20967290988858e-06,1.60080318471855e-05
"5517","2",46925710,46926110,401,"*",4.52225942621501,5.35164283508978,2.35785523948835,2.90346756942232,2.23583963312913e-06,1.61857829021201e-05
"6358","20",49046507,49046907,401,"*",4.84611925089924,5.64658351269876,2.89345378491554,2.7360049636866,2.2389396352718e-06,1.61964109913066e-05
"1419","10",74118818,74119218,401,"*",3.88193001919698,0,4.84506518637061,-4.94405379554456,2.24375951162939e-06,1.62194560472845e-05
"6406","20",50440660,50441060,401,"*",3.73419580377491,0,4.71389233692225,-5.52406297640958,2.25154836717528e-06,1.6263913787638e-05
"2623","13",79724256,79724656,401,"*",3.22110029383777,4.22110029383777,0,5.89060774302492,2.27251776710179e-06,1.64034464279893e-05
"5232","2",10534778,10535178,401,"*",3.13191756941869,0,4.13191756941869,-5.78798476213432,2.31433370876026e-06,1.66872423844161e-05
"4275","17",64459395,64459795,401,"*",3.13515228516549,0,4.13515228516549,-5.7960129412778,2.31519725575224e-06,1.66872423844161e-05
"2777","14",51104512,51104912,401,"*",3.09374047307756,4.09374047307756,0,5.80068660238993,2.32328823794799e-06,1.67334076644658e-05
"2877","14",67526714,67527114,401,"*",3.24448279593498,0,4.24448279593498,-5.85829473411307,2.33375290052108e-06,1.67965899475502e-05
"6807","22",38052255,38052655,401,"*",3.14840204031936,0,4.14840204031936,-5.79227894337745,2.3378680957367e-06,1.6814015108831e-05
"9758","8",129627080,129627480,401,"*",3.4882033425541,0,4.4882033425541,-6.0216576823601,2.35221825798459e-06,1.69049719120182e-05
"8261","5",177301719,177302119,401,"*",3.63146155695483,0,4.63146155695483,-6.12023463090963,2.35530644971148e-06,1.69149178823346e-05
"7393","3",126284213,126284613,401,"*",3.12051140458498,0,4.12051140458498,-5.77657446393338,2.39421527665664e-06,1.71819136809958e-05
"1670","11",34685283,34685683,401,"*",3.59375112342314,0,4.59375112342314,-6.09041188094339,2.40051044983063e-06,1.72146432186192e-05
"7941","5",73820307,73820707,401,"*",3.86811659725314,0.110985108606068,4.81375505073886,-4.4563297667711,2.40306558144503e-06,1.72205241125213e-05
"6685","22",32788943,32789343,401,"*",3.48638162924529,4.48638162924529,0,6.06308615673788,2.41574090662704e-06,1.72988661603704e-05
"8733","6",151037295,151037695,401,"*",3.07763543114787,0,4.07763543114787,-5.74488337453856,2.41870775986248e-06,1.73076240206454e-05
"8164","5",140351682,140352082,401,"*",4.12954257305598,5.05997388232049,0.720713611062692,4.29910271208307,2.4374949329856e-06,1.7429493667062e-05
"5906","2",200901420,200901820,401,"*",3.88466047165967,0,4.86980097337885,-5.62689839417427,2.4483884498091e-06,1.7486243236979e-05
"3991","17",28384730,28385130,401,"*",3.25363211546914,4.25363211546914,0,5.91329631064485,2.45056770075192e-06,1.7486243236979e-05
"4707","19",16279188,16279588,401,"*",3.94076985505796,0,4.92319159325679,-5.66761311622487,2.45071681034134e-06,1.7486243236979e-05
"2394","12",67517083,67517483,401,"*",2.98170795947843,3.98170795947843,0,5.72143645077301,2.46920395573225e-06,1.76054951585076e-05
"4402","18",7645945,7646345,401,"*",3.19169371035419,4.19169371035419,0,5.86295714234989,2.49600019608408e-06,1.7774196268227e-05
"80","1",16164204,16164604,401,"*",3.8960336386023,0,4.86071983011512,-4.95161868086289,2.49644630709405e-06,1.7774196268227e-05
"5874","2",173106646,173107046,401,"*",3.88359110224344,4.7727355412205,1.12650489960323,3.60448722437216,2.51268023584464e-06,1.78769543661348e-05
"6030","2",232385775,232386175,401,"*",3.82578153430211,4.80466902555929,0,5.62101218783349,2.52307936994873e-06,1.79360971476988e-05
"3349","15",75204726,75205126,401,"*",3.82739843799472,0.949206186706991,4.72579087149926,-3.55633461470225,2.52460732648214e-06,1.79360971476988e-05
"2375","12",56360090,56360490,401,"*",3.17657380462113,0,4.17657380462113,-5.81649054871866,2.53482868722082e-06,1.79958331335241e-05
"8935","7",23780387,23780787,401,"*",3.15276386820967,4.15276386820968,0,5.83499623790509,2.58527732928383e-06,1.83408702595726e-05
"7282","3",50639098,50639498,401,"*",3.19488727790726,0,4.19488727790726,-5.82148082901006,2.58986343716931e-06,1.83602818670753e-05
"6592","22",24196585,24196985,401,"*",3.12701336849441,4.12701336849441,0,5.81630399534607,2.61810126301192e-06,1.85472198682322e-05
"31","1",2255772,2256172,401,"*",3.09253022794516,0,4.09253022794516,-5.75235784476919,2.65496720170892e-06,1.87949710962632e-05
"9833","9",3740719,3741119,401,"*",3.51993204907581,4.51993204907581,0,6.0777645145117,2.67934594636511e-06,1.89540331558615e-05
"9345","7",128869126,128869526,401,"*",3.77497100316712,4.7308840271533,0,4.89108850960167,2.68550292919226e-06,1.89727754628628e-05
"8913","7",22565212,22565612,401,"*",3.04929196607088,4.04929196607088,0,5.76592296258874,2.68581859197201e-06,1.89727754628628e-05
"2825","14",63563613,63564013,401,"*",4.03454787904458,4.98529178682853,0.137669514507018,4.37459755182249,2.70032673041875e-06,1.90616947364197e-05
"10324","X",110004258,110004658,401,"*",3.51977481589327,4.51977481589327,0,6.07693264750919,2.70972370481817e-06,1.91144333833123e-05
"3418","15",92645006,92645406,401,"*",3.81906111069917,4.81906111069917,0,6.27000206765262,2.72644413959758e-06,1.92187202311832e-05
"6642","22",30257634,30258034,401,"*",3.19238558355942,0,4.19238558355942,-5.81178384863136,2.77515691324358e-06,1.95482131752609e-05
"9490","8",29591187,29591587,401,"*",3.65468003444945,0.126869145195715,4.59074253334569,-4.2689868017661,2.78777806842122e-06,1.96231895950926e-05
"463","1",58652546,58652946,401,"*",2.99321530215539,3.99321530215539,0,5.72102043021745,2.80558612635996e-06,1.97220005933793e-05
"2653","13",99496622,99497022,401,"*",3.16794417009133,4.16794417009133,0,5.84149566091925,2.80578990809588e-06,1.97220005933793e-05
"8954","7",26664979,26665379,401,"*",3.85978366206005,4.81825033761334,0,4.948174608195,2.80830277221492e-06,1.97256935698748e-05
"4698","19",16041494,16041894,401,"*",3.27163171597394,0,4.27163171597394,-5.86496765561711,2.83662950050147e-06,1.99105712818084e-05
"2903","14",68786007,68786407,401,"*",3.18799920462324,0,4.18799920462324,-5.80790247347587,2.84022936417063e-06,1.9921750133847e-05
"9264","7",100874896,100875296,401,"*",3.12248173227212,0,4.12248173227212,-5.76285326454818,2.84464690078203e-06,1.99386444140266e-05
"8057","5",133938135,133938535,401,"*",3.57458839590679,4.52118974099147,0,4.29662625449181,2.84690619308092e-06,1.99403980002316e-05
"3387","15",84804430,84804830,401,"*",4.20130457044978,5.15750761494749,0.137669514507018,4.51698683403125,2.85349705977422e-06,1.99724670791672e-05
"1507","10",95319218,95319618,401,"*",2.94533229604219,3.94533229604219,0,5.68835006232459,2.85947530733691e-06,2.00002060784488e-05
"2481","12",120228351,120228751,401,"*",3.26572275775282,4.26572275775282,0,5.90875603235183,2.86827564190955e-06,2.00391097035309e-05
"8668","6",137697464,137697864,401,"*",4.87470375380347,5.78160185653921,1.87459114220728,3.6864109253524,2.86907555553828e-06,2.00391097035309e-05
"8687","6",139323809,139324209,401,"*",3.01054989228488,4.01054989228488,0,5.73622454298985,2.87212641080287e-06,2.00463112708991e-05
"3093","15",38127256,38127656,401,"*",3.00931348104055,4.00931348104055,0,5.73092013650132,2.94239573518624e-06,2.05223314629118e-05
"7817","5",946157,946557,401,"*",2.98623713364801,3.98623713364801,0,5.71724828395085,2.95574477050489e-06,2.06009598646496e-05
"1178","10",14074351,14074751,401,"*",3.4530503367234,4.4530503367234,0,6.03212925373447,2.96173661139267e-06,2.06282356968928e-05
"5775","2",113407705,113408105,401,"*",3.3664824754837,4.3664824754837,0,5.9745786913815,2.9856793544621e-06,2.07804120568278e-05
"3649","16",57893831,57894231,401,"*",3.38147367094915,0,4.38147367094915,-5.93863381770386,2.99215171486367e-06,2.08108659916061e-05
"450","1",53485460,53485860,401,"*",2.97419781646368,0,3.97419781646368,-5.66675083837675,2.9945235298472e-06,2.08127773345473e-05
"8942","7",25025127,25025527,401,"*",3.22168846849423,4.22168846849423,0,5.87198981731315,3.00249423322152e-06,2.08535726135225e-05
"877","1",201222848,201223248,401,"*",3.25829712466626,0,4.25829712466626,-5.85315844181832,3.00919109244657e-06,2.08854696451274e-05
"1726","11",61638388,61638788,401,"*",3.2961921851162,0,4.2961921851162,-5.87965198792697,3.02137887799642e-06,2.09554055654189e-05
"8251","5",172772321,172772721,401,"*",4.11958907147775,5.09658016902779,0,5.21686837018882,3.03458330273172e-06,2.10322899997293e-05
"1038","1",223119397,223119797,401,"*",3.65226096528812,4.60412908970301,0,4.37529624003418,3.0393154763469e-06,2.10503880689065e-05
"759","1",151596525,151596925,401,"*",3.8206248018949,4.75465627301258,0.33692159155566,4.1301010997179,3.05378824412002e-06,2.11358774915559e-05
"2277","12",48682140,48682540,401,"*",3.36363285563371,0,4.36363285563371,-5.93475461543198,3.07555923970817e-06,2.1259071687998e-05
"5997","2",230667356,230667756,401,"*",4.11190723795591,5.00485628721156,1.3063158633222,3.61241349788538,3.0773681744306e-06,2.1259071687998e-05
"3804","16",89316015,89316415,401,"*",4.558852308315,2.33138505259175,5.39596135829487,-3.0018607316726,3.07801370434793e-06,2.1259071687998e-05
"785","1",154972521,154972921,401,"*",3.12585167929373,0,4.12585167929373,-5.76033081116911,3.08562906535927e-06,2.12968487299657e-05
"5780","2",118881510,118881910,401,"*",3.11325799718202,0,4.11325799718202,-5.75230489276427,3.12162800345079e-06,2.15303390786999e-05
"7624","3",195118227,195118627,401,"*",3.03180600902215,4.03180600902215,0,5.74072210251852,3.12648453347053e-06,2.15488604129827e-05
"9899","9",74803983,74804383,401,"*",3.47315504774238,4.47315504774238,0,6.03587488265626,3.14920428787975e-06,2.16903903936201e-05
"9034","7",45048776,45049176,401,"*",4.26689833998151,0,5.26689833998151,-6.49875794597501,3.16002790470309e-06,2.17498453218989e-05
"5336","2",27737608,27738008,401,"*",4.16179658500983,0.573159504459839,5.10055559257382,-4.3232702873147,3.17184669163664e-06,2.18160626573068e-05
"1023","1",215273845,215274245,401,"*",3.0155029421876,4.0155029421876,0,5.73012638770244,3.17539220400837e-06,2.18253238398775e-05
"6957","22",42635515,42635915,401,"*",3.76078612775966,0,4.72195452391818,-4.84135431367156,3.17919477678211e-06,2.18363378266868e-05
"7991","5",91219183,91219583,401,"*",3.48840205475954,4.48840205475954,0,6.04549683757813,3.18326985829649e-06,2.18492070149327e-05
"10328","X",114836448,114836848,401,"*",3.02674489454236,4.02674489454236,0,5.735972767802,3.22026897312719e-06,2.20878849746285e-05
"6638","22",30235634,30236034,401,"*",5.09323969524578,2.87848907404495,5.92882122087217,-2.92791667231335,3.22507277902225e-06,2.21055575495827e-05
"2175","12",176331,176731,401,"*",3.06793340348942,4.06793340348942,0,5.76333426956112,3.22940431730973e-06,2.21199709104893e-05
"8492","6",43725019,43725419,401,"*",3.03931032995739,0,4.03931032995739,-5.69988039160491,3.258098404898e-06,2.23011218404225e-05
"1139","1",235060817,235061217,401,"*",3.34377899553465,4.34377899553465,0,5.94789686220124,3.26501314307483e-06,2.23330499276483e-05
"1621","11",17353466,17353866,401,"*",3.23224862625646,4.23224862625646,0,5.8784612690188,3.26953322854214e-06,2.23417420716405e-05
"4126","17",46976616,46977016,401,"*",2.996683645043,0,3.996683645043,-5.67080229734135,3.27078601814546e-06,2.23417420716405e-05
"4816","19",32343731,32344131,401,"*",3.15775407118555,4.15775407118555,0,5.82526874975049,3.30508669885966e-06,2.2560512714018e-05
"5845","2",170873243,170873643,401,"*",3.0543311226971,4.0543311226971,0,5.75324822463256,3.32978435531888e-06,2.27104889704176e-05
"9180","7",75957233,75957633,401,"*",2.98101331327976,3.98101331327976,0,5.70715519401434,3.33163445248645e-06,2.27104889704176e-05
"9988","9",99749633,99750033,401,"*",3.03129839407871,4.03129839407871,0,5.74222346037619,3.34317653565478e-06,2.27589040663512e-05
"4092","17",43401329,43401729,401,"*",3.03842388540727,0,4.03842388540727,-5.70032287022046,3.34332313639698e-06,2.27589040663512e-05
"6130","20",1830242,1830642,401,"*",3.32328002975435,0,4.32328002975435,-5.89284501758547,3.35172187433365e-06,2.28004383843465e-05
"1283","10",69507775,69508175,401,"*",3.09408045886996,0,4.09408045886996,-5.73696729235783,3.44709324941096e-06,2.34171119099273e-05
"6824","22",38283099,38283499,401,"*",3.09408045886996,0,4.09408045886996,-5.73696729235783,3.44709324941096e-06,2.34171119099273e-05
"636","1",114083120,114083520,401,"*",4.53693256268927,0,5.53693256268927,-6.64962034871153,3.46383764199872e-06,2.35147664821049e-05
"4248","17",62778975,62779375,401,"*",4.0178032852686,4.95522806740205,0.459597609394381,4.08376062339716,3.48009022173298e-06,2.35967229408594e-05
"8443","6",37553638,37554038,401,"*",3.39510727078914,0,4.39510727078914,-5.9351018699492,3.48066522774994e-06,2.35967229408594e-05
"5696","2",100883276,100883676,401,"*",3.06227674850611,0,4.06227674850611,-5.71202595052239,3.48448730850131e-06,2.35992091914981e-05
"3547","16",28587388,28587788,401,"*",3.19167496701789,0,4.19167496701789,-5.80164706853055,3.48578747352506e-06,2.35992091914981e-05
"8300","6",11393017,11393417,401,"*",4.17310390166508,5.105653545729,0.720713611062692,4.31984688833982,3.52796380471223e-06,2.38684667769385e-05
"6052","2",234823813,234824213,401,"*",3.12370448413301,0,4.12370448413301,-5.75071296258243,3.54122860728926e-06,2.39418895962847e-05
"5914","2",201233228,201233628,401,"*",3.58255275265824,0,4.58255275265824,-6.05822553305558,3.54986663244674e-06,2.39839525711599e-05
"5779","2",118430799,118431199,401,"*",3.66541976957735,4.66541976957735,0,6.15228503579445,3.55496218381279e-06,2.40020405947904e-05
"7468","3",169327830,169328230,401,"*",3.51552408234655,4.51552408234654,0,6.05696981301048,3.5644028891422e-06,2.40494212608677e-05
"5750","2",112092269,112092669,401,"*",2.9198852764617,3.9198852764617,0,5.6571195012506,3.58021683879002e-06,2.41397093240427e-05
"341","1",42933839,42934239,401,"*",3.64257715990721,4.50444390201356,1.18942781045417,3.20612413951747,3.59004370177385e-06,2.41895341073357e-05
"5476","2",45699217,45699617,401,"*",3.08246333124066,0,4.08246333124066,-5.72751108362606,3.59948434858066e-06,2.42366907460401e-05
"4813","19",23991160,23991560,401,"*",3.08578422669379,4.08578422669379,0,5.77439022002236,3.62546988431239e-06,2.43951109164749e-05
"7794","4",139266676,139267076,401,"*",3.27898133735457,4.27898133735457,0,5.89789419637934,3.65124560026735e-06,2.45519055438032e-05
"8743","6",151627697,151628097,401,"*",3.06527567783255,4.06527567783255,0,5.75417187983312,3.65634101648633e-06,2.4569522402591e-05
"9324","7",108442016,108442416,401,"*",3.28601792427362,0,4.28601792427362,-5.85955263212219,3.6675257182369e-06,2.46280059225313e-05
"7797","4",139557043,139557443,401,"*",3.38812115466064,4.38812115466065,0,5.96977800117611,3.67861786832545e-06,2.46857892786546e-05
"5739","2",111704282,111704682,401,"*",3.33368310680052,0,4.33368310680052,-5.88883840921033,3.68665466207407e-06,2.47096486624898e-05
"10281","X",40845478,40845878,401,"*",2.90777538775298,3.90777538775298,0,5.64838331325757,3.68790437444077e-06,2.47096486624898e-05
"787","1",154983038,154983438,401,"*",3.1689635309754,0,4.1689635309754,-5.79101194322658,3.68964224864583e-06,2.47096486624898e-05
"1016","1",213051474,213051874,401,"*",3.42831077402553,4.42831077402553,0,5.99603508442496,3.70500433712972e-06,2.47957977383766e-05
