"","CHR","START","END","SRR5800657","SRR5800658","SRR5800659","SRR5800660","SRR5800661","SRR5800662"
"5230","11",14422337,14422737,0,0,0,0,0,0
"5231","11",14520316,14520716,0,0,0,0,0,0
"5232","11",14643581,14643981,11.123979709976,0,0,0,0,0
"5233","11",14892107,14892507,0,0,0,0,0,0
"5234","11",15650025,15650425,0,0,0,22.3166736330521,0,18.1624955306981
"5235","11",15655557,15655957,0,0,0,0,0,0
"5236","11",15745259,15745659,0,0,0,0,0,0
"5237","11",15816253,15816653,0,0,0,17.8533389064416,0,0
"5238","11",15893120,15893520,0,0,0,5.57916840826301,0,0
"5239","11",16613639,16614039,0,0,0,16.737505224789,20.5193428365581,2.72437432960471
"5240","11",16669780,16670180,0,0,0,0,0,0
"5241","11",16738366,16738766,0,0,0,0,0,0
"5242","11",16788024,16788424,12.3599774555289,15.6768036069521,0,23.4325073147047,10.7996541245043,10.8974973184189
"5243","11",16791573,16791973,6.17998872776445,0,0,29.0116757229677,18.3594120116572,29.059992849117
"5244","11",16805946,16806346,0,0,0,11.158336816526,10.7996541245043,0
"5245","11",16917917,16918317,0,0,0,0,10.7996541245043,7.26499821227924
"5246","11",16918530,16918930,6.17998872776445,3.30037970672675,0,30.1275094046203,21.5993082490085,6.35687343574433
"5247","11",16924732,16925132,0,0,0,0,0,0
"5248","11",16925717,16926117,2.47199549110578,0,0,21.2008399513994,35.638858610864,16.3462459776283
"5249","11",16956792,16957192,13.5959752010818,0,0,0,5.39982706225213,14.5299964245585
"5250","11",16981659,16982059,0,0,0,0,0,0
"5251","11",16986535,16986935,0,1.65018985336337,0,25.6641746780099,42.1186510855666,18.1624955306981
"5252","11",17012868,17013268,0,0,0,12.2741704981786,0,27.2437432960471
"5253","11",17015317,17015717,12.3599774555289,0,0,23.4325073147047,33.4789277859632,30.8762424021868
"5254","11",17077575,17077975,0,0,0,0,0,0
"5255","11",17207833,17208233,0,0,0,0,0,0
"5256","11",17209205,17209605,0,0,0,0,0,0
"5257","11",17256406,17256806,0,0,0,13.3900041798312,4.3198616498017,0
"5258","11",17276393,17276793,0,0,0,0,0,0
"5259","11",17786852,17787252,21.0119616743991,8.25094926681687,1.89458792178435,0,0,0
"5260","11",17845585,17845985,0,0,0,14.5058378614838,0,0
"5261","11",17985441,17985841,0,0,0,0,2.15993082490085,0.908124776534905
"5262","11",18012879,18013279,0,0,0,0,0,0
"5263","11",18105908,18106308,0,0,0,0,0,0
"5264","11",18115459,18115859,0,0,0,0,3.23989623735128,0
"5265","11",18144276,18144676,0,0,0,0,0,0
"5266","11",18452909,18453309,9.88798196442313,21.4524680937239,10.4202335698139,23.4325073147047,9.71968871205383,4.54062388267452
"5267","11",18457447,18457847,51.9119053132214,18.9771833136788,12.3148214915983,5.57916840826301,8.63972329960341,0
"5268","11",18490321,18490721,0,2.47528478004506,1.89458792178435,37.9383451761885,37.7987894357649,28.1518680725821
"5269","11",18526712,18527112,0,0,0,0,0,0
"5270","11",18588565,18588965,0,0,0,17.8533389064416,0,0
"5271","11",18634245,18634645,0,0,0,0,0,0
"5272","11",18669237,18669637,0,0,0,13.3900041798312,0,0
"5273","11",18698527,18698927,0,0,0,0,0,0
"5274","11",18700310,18700710,0,0,0,0,0,0
"5275","11",18763946,18764346,3.70799323665867,0.825094926681687,0,14.5058378614838,17.2794465992068,20.8868698603028
"5276","11",18799035,18799435,0,0,0,8.92666945322082,12.9595849494051,1.81624955306981
"5277","11",18958502,18958902,0,0.825094926681687,0,35.7066778128833,7.55975788715298,8.17312298881414
"5278","11",18987454,18987854,30.8999436388223,11.5513289735436,10.4202335698139,37.9383451761885,3.23989623735128,9.98937254188395
"5279","11",19028204,19028604,0,0,0,0,0,0
"5280","11",19071158,19071558,0,4.12547463340844,8.52564564802958,20.0850062697468,9.71968871205383,10.8974973184189
"5281","11",19079589,19079989,0,0,0,0,10.7996541245043,0
"5282","11",19087676,19088076,7.41598647331734,1.65018985336337,4.73646980446088,0,0,0
"5283","11",19089446,19089846,1.23599774555289,0,0,0,0,0
"5284","11",19093999,19094399,0,0,0,0,0,0
"5285","11",19116910,19117310,0,0,0,0,0,0
"5286","11",19232892,19233292,4.94399098221156,4.12547463340844,8.52564564802958,20.0850062697468,4.3198616498017,19.070620307233
"5287","11",19240799,19241199,0,0,0,0,0,0
"5288","11",19244602,19245002,24.7199549110578,18.1520883869971,11.3675275307061,0,5.39982706225213,6.35687343574433
"5289","11",19276906,19277306,0,0,0,0,0,0
"5290","11",19344684,19345084,0,11.5513289735436,0.947293960892176,0,0,0
"5291","11",19370198,19370598,0,0,0,0,0,0
"5292","11",19374256,19374656,0,0,0,0,0,0
"5293","11",19380382,19380782,25.9559526566107,4.12547463340844,0,0,0,0
"5294","11",19405935,19406335,8.65198421887024,12.3764239002253,3.7891758435687,23.4325073147047,21.5993082490085,24.5193689664424
"5295","11",19419617,19420017,2.47199549110578,0,0.947293960892176,3.34750104495781,8.63972329960341,2.72437432960471
"5296","11",19428513,19428913,3.70799323665867,0,17.9985852569513,0,0,0
"5297","11",19437821,19438221,1.23599774555289,0,0,0,0,1.81624955306981
"5298","11",19442207,19442607,0,0,0,0,0,0
"5299","11",19447293,19447693,0,0,0,36.8225114945359,31.3189969610623,33.6006167317915
"5300","11",19453907,19454307,0,0,0,0,0,0
"5301","11",19499317,19499717,6.17998872776445,0,0,7.81083577156822,23.7592390739094,19.070620307233
"5302","11",19508055,19508455,0,0,0,0,0,0
"5303","11",19660116,19660516,0,0,0,0,0,0
"5304","11",19668477,19668877,0,0,0,0,0,0
"5305","11",19680184,19680584,0,0,0,0,0,0
"5306","11",19712556,19712956,0,0,0,0,0,0
"5307","11",19715364,19715764,0,1.65018985336337,0,0,0,0
"5308","11",19725769,19726169,0,0.825094926681687,0,0,0,4.54062388267452
"5309","11",19753522,19753922,0,0,0,17.8533389064416,12.9595849494051,49.9468627094198
"5310","11",19777519,19777919,0,0,0,0,0,0
"5311","11",19800959,19801359,1.23599774555289,0,1.89458792178435,5.57916840826301,0,0
"5312","11",19890299,19890699,0,0,0,0,0,0
"5313","11",19895820,19896220,0,0,0,0,0,0
"5314","11",19919231,19919631,0,0,0,42.4016799027989,12.9595849494051,15.4381212010934
"5315","11",19978886,19979286,0,0,0,7.81083577156822,9.71968871205383,12.7137468714887
"5316","11",19995099,19995499,0,0,0,0,0,0
"5317","11",20011284,20011684,0,0,0,10.0425031348734,6.47979247470255,4.54062388267452
"5318","11",20027232,20027632,0,0,0,0,0,0
"5319","11",20031593,20031993,0,0,0,16.737505224789,12.9595849494051,10.8974973184189
"5320","11",20035681,20036081,0,0,0,0,0,0
"5321","11",20064959,20065359,0,0.825094926681687,0,17.8533389064416,19.4393774241077,20.8868698603028
"5322","11",20112246,20112646,0,0,0,0,0,0
"5323","11",20363783,20364183,0,0,0,0,0,0
"5324","11",20387331,20387731,0,0,0,0,0,0
"5325","11",20610126,20610526,0,0,0,4.46333472661041,0,8.17312298881414
"5326","11",22625677,22626077,0,0,0,0,0,0
"5327","11",22702981,22703381,0,0,0,1.1158336816526,0,0
"5328","11",22792498,22792898,0,0,0,0,0,0
"5329","11",22829819,22830219,0,0,0,0,0,0
"5330","11",22875869,22876269,0,0,0,0,0,0
"5331","11",25065662,25066062,0,0,0,0,0,0
"5332","11",26331926,26332326,0,0,0,0,0,0
"5333","11",26556545,26556945,0,0,0,1.1158336816526,0,0
"5334","11",26584824,26585224,0,0,0,0,0,0
"5335","11",26621126,26621526,0,0,0,0,0,0
"5336","11",27055120,27055520,0,0,0,0,0,0
"5337","11",27209541,27209941,0,0,0,0,0,0
"5338","11",27213324,27213724,0,0,0,0,0,0
"5339","11",27218515,27218915,0,0,0,0,0,0
"5340","11",27234219,27234619,0,0,0,0,0,0
"5341","11",27363086,27363486,0,0,0,0,0,0
"5342","11",27392734,27393134,0,0,0,15.6216715431364,0,0
"5343","11",27395941,27396341,0,0,0,0,0,0.908124776534905
"5344","11",27464417,27464817,0,0,0,0,0,0
"5345","11",27468649,27469049,0,0,0,27.8958420413151,0,0
"5346","11",27472668,27473068,0,0,0,0,0,0
"5347","11",27506623,27507023,0,0,0,0,0,0
"5348","11",27698940,27699340,0,0,0,0,0,0
"5349","11",27770593,27770993,0,0,0,0,0,0
"5350","11",27902926,27903326,0,0,0,0,0,0
"5351","11",27910183,27910583,0,0,0,0,0,0
"5352","11",27926849,27927249,0,0,0,0,0,0
"5353","11",27934764,27935164,0,0,0,15.6216715431364,24.8392044863598,20.8868698603028
"5354","11",28108083,28108483,0,0,0,0,0,0
"5355","11",28110101,28110501,0,0,0,14.5058378614838,0,0
"5356","11",28141057,28141457,0,0,0,0,0,0
"5357","11",28702038,28702438,0,0,0,3.34750104495781,1.07996541245043,3.63249910613962
"5358","11",28938049,28938449,0,0,3.7891758435687,0,0,0
"5359","11",29018604,29019004,0,0,0,0,0,0
"5360","11",29173655,29174055,0,0,0,10.0425031348734,0,0
"5361","11",29260941,29261341,0,0,0,0,0,0
"5362","11",29282172,29282572,0,0,0,0,0,0
"5363","11",29527587,29527987,0,0,0,0,0,0
"5364","11",30322836,30323236,0,0,0,0,0,0
"5365","11",31369602,31370002,0,0,0,0,0,0
"5366","11",31509522,31509922,0,0,0,0,0,0
"5367","11",31810004,31810404,0,0,0,24.5483409963573,0,0
"5368","11",31811042,31811442,0,0,0,0,0,0
"5369","11",31853026,31853426,0,0,0,0,0,0
"5370","11",31872060,31872460,0,0,0,0,18.3594120116572,0
"5371","11",31881834,31882234,0,0,0,4.46333472661041,6.47979247470255,7.26499821227924
"5372","11",31882900,31883300,0,0,0,0,0,0
"5373","11",31974768,31975168,0,0,0,0,0,0
"5374","11",32071813,32072213,0,0,0,0,0,0
"5375","11",32081026,32081426,0,0,0,0,0,0.908124776534905
"5376","11",32088256,32088656,0,0,0,42.4016799027989,9.71968871205383,10.8974973184189
"5377","11",32090861,32091261,0,0,0,0,0,0
"5378","11",32109125,32109525,0,0,0,4.46333472661041,0,0
"5379","11",32118502,32118902,0,0,0,0,0,0
"5380","11",32131309,32131709,0,0,0,0,0,0
"5381","11",32137255,32137655,0,0,0,0,0,0
"5382","11",32176230,32176630,12.3599774555289,1.65018985336337,6.63105772624523,5.57916840826301,0,3.63249910613962
"5383","11",32233437,32233837,0,0.825094926681687,0,22.3166736330521,8.63972329960341,17.2543707541632
"5384","11",32312916,32313316,0,0,0,0,0,0
"5385","11",32385984,32386384,0,0,0,0,0,0
"5386","11",32400232,32400632,2.47199549110578,2.47528478004506,0,0,16.1994811867564,0
"5387","11",32418773,32419173,0,0,2.84188188267653,26.7800083596625,0,3.63249910613962
"5388","11",32421053,32421453,0,0,0,0,0,0
"5389","11",32583547,32583947,0,0,0,0,0,0
"5390","11",32643533,32643933,6.17998872776445,0,0,0,0,0
"5391","11",32707066,32707466,0,0,0,8.92666945322082,0,0
"5392","11",32809203,32809603,16.0679706921876,0,0,10.0425031348734,0,12.7137468714887
"5393","11",32829638,32830038,0,0,0,0,0,0
"5394","11",32892515,32892915,0,0,0,0,0,0
"5395","11",32894163,32894563,0,0,0,0,0,0
"5396","11",33000191,33000591,0,0,0,22.3166736330521,30.2390315486119,8.17312298881414
"5397","11",33015709,33016109,0,0,0,0,0,0
"5398","11",33039166,33039566,0,0,0,0,0,0
"5399","11",33116531,33116931,7.41598647331734,0,4.73646980446088,23.4325073147047,37.7987894357649,21.7949946368377
"5400","11",33161375,33161775,0,0,0,0,0,0
"5401","11",33241280,33241680,6.17998872776445,0,0,0,0,0
"5402","11",33257076,33257476,0,0,0,0,0,0
"5403","11",33371457,33371857,24.7199549110578,14.8517086802704,19.8931731787357,14.5058378614838,2.15993082490085,4.54062388267452
"5404","11",33372492,33372892,7.41598647331734,2.47528478004506,3.7891758435687,8.92666945322082,0,3.63249910613962
"5405","11",33449832,33450232,6.17998872776445,0,1.89458792178435,0,0,22.7031194133726
"5406","11",33557320,33557720,9.88798196442313,2.47528478004506,0,81.45585876064,37.7987894357649,7.26499821227924
"5407","11",33614223,33614623,6.17998872776445,0,11.3675275307061,0,0,0
"5408","11",33633248,33633648,27.1919504021636,8.25094926681687,0,0,0,0
"5409","11",33634455,33634855,6.17998872776445,0,0,0,0,0
"5410","11",33636167,33636567,8.65198421887024,33.0037970672675,0,34.5908441312307,22.6792736614589,27.2437432960471
"5411","11",33687677,33688077,0,0,0,26.7800083596625,4.3198616498017,10.8974973184189
"5412","11",33689139,33689539,17.3039684377405,6.6007594134535,0.947293960892176,0,0,0
"5413","11",33690461,33690861,7.41598647331734,4.95056956009012,0.947293960892176,0,0,0
"5414","11",33692163,33692563,0,0,0,1.1158336816526,0,0
"5415","11",33700709,33701109,0,0,0,0,0,0
"5416","11",33722564,33722964,8.65198421887024,3.30037970672675,0,0,0,0
"5417","11",33723273,33723673,1.23599774555289,0,0,0,0,0
"5418","11",33736295,33736695,0,0,0,0,0,0
"5419","11",33769522,33769922,24.7199549110578,12.3764239002253,17.9985852569513,0,0,0
"5420","11",33772250,33772650,1.23599774555289,0,2.84188188267653,0,0,0
"5421","11",33774463,33774863,0,0,0,0,0,0
"5422","11",33912758,33913158,2.47199549110578,3.30037970672675,0,1.1158336816526,0,1.81624955306981
"5423","11",33996992,33997392,6.17998872776445,1.65018985336337,0,20.0850062697468,22.6792736614589,10.8974973184189
"5424","11",34044899,34045299,0,0,0,21.2008399513994,0,0
"5425","11",34051416,34051816,0,0,0,0,0,0
"5426","11",34053333,34053733,0,0,0.947293960892176,0,0,3.63249910613962
"5427","11",34105372,34105772,39.5519278576925,5.77566448677181,0,0,0,0
"5428","11",34161805,34162205,11.123979709976,29.7034173605407,2.84188188267653,0,0,0
"5429","11",34165834,34166234,0,0,0,32.3591767679255,18.3594120116572,14.5299964245585
"5430","11",34174337,34174737,11.123979709976,14.0266137535887,12.3148214915983,29.0116757229677,17.2794465992068,30.8762424021868
"5431","11",34193019,34193419,28.4279481477165,23.1026579470872,17.0512912960592,0,0,0
"5432","11",34194499,34194899,6.17998872776445,0,0,26.7800083596625,10.7996541245043,7.26499821227924
"5433","11",34204916,34205316,25.9559526566107,23.9277528737689,0,0,2.15993082490085,2.72437432960471
"5434","11",34208533,34208933,24.7199549110578,7.42585434013519,4.73646980446088,27.8958420413151,23.7592390739094,27.2437432960471
"5435","11",34214878,34215278,29.6639458932694,25.5779427271323,16.103997335167,0,0,0
"5436","11",34234090,34234490,44.4959188399041,42.0798412607661,37.891758435687,0,0,0
"5437","11",34243648,34244048,0,4.12547463340844,0,0,0,0
"5438","11",34251071,34251471,44.4959188399041,25.5779427271323,16.103997335167,0,0,0
"5439","11",34263393,34263793,25.9559526566107,11.5513289735436,0,8.92666945322082,18.3594120116572,23.6112441899075
"5440","11",34266446,34266846,18.5399661832934,0,1.89458792178435,7.81083577156822,8.63972329960341,12.7137468714887
"5441","11",34274773,34275173,30.8999436388223,8.25094926681687,0,0,0,0
"5442","11",34302485,34302885,54.3839008043272,24.7528478004506,47.3646980446088,0,0,0
"5443","11",34307179,34307579,19.7759639288463,14.8517086802704,21.78776110052,0,0,0
"5444","11",34308358,34308758,2.47199549110578,3.30037970672675,5.68376376535305,5.57916840826301,1.07996541245043,3.63249910613962
"5445","11",34331747,34332147,14.8319729466347,9.07604419349856,0,36.8225114945359,20.5193428365581,27.2437432960471
"5446","11",34339283,34339683,9.88798196442313,14.0266137535887,18.9458792178435,7.81083577156822,16.1994811867564,10.8974973184189
"5447","11",34344848,34345248,126.071770046395,95.7110114950757,49.2592859663931,8.92666945322082,0,0
"5448","11",34357850,34358250,0,0,0,0,0,0
"5449","11",34371464,34371864,21.0119616743991,23.1026579470872,0.947293960892176,4.46333472661041,0,0
"5450","11",34380676,34381076,16.0679706921876,9.90113912018025,3.7891758435687,4.46333472661041,3.23989623735128,0.908124776534905
"5451","11",34427290,34427690,0,0,3.7891758435687,0,0,0
"5452","11",34438651,34439051,3.70799323665867,0,0,0,0,0
"5453","11",34501507,34501907,18.5399661832934,19.8022782403605,11.3675275307061,15.6216715431364,10.7996541245043,9.08124776534905
"5454","11",34513611,34514011,0,0,0,0,4.3198616498017,0
"5455","11",34564450,34564850,9.88798196442313,29.7034173605407,0,0,0,0
"5456","11",34570522,34570922,48.2039120765627,17.3269934603154,31.2607007094418,56.9075177642827,61.5580285096743,63.5687343574433
"5457","11",34599454,34599854,23.4839571655049,15.6768036069521,6.63105772624523,0,39.9587202606658,19.9787450837679
"5458","11",34620695,34621095,21.0119616743991,32.1787021405858,32.207994670334,0,0,0
"5459","11",34624053,34624453,0,7.42585434013519,0,34.5908441312307,14.0395503618555,25.4274937429773
"5460","11",34632461,34632861,4.94399098221156,11.5513289735436,4.73646980446088,13.3900041798312,9.71968871205383,9.98937254188395
"5461","11",34640254,34640654,0,0,0,83.6875261239452,57.2381668598726,56.3037361451641
"5462","11",34653943,34654343,27.1919504021636,9.07604419349856,2.84188188267653,0,0,0
"5463","11",34654846,34655246,21.0119616743991,9.07604419349856,5.68376376535305,45.7491809477567,12.9595849494051,16.3462459776283
"5464","11",34668059,34668459,2.47199549110578,0.825094926681687,0,0,0,3.63249910613962
"5465","11",34681190,34681590,42.0239233487983,28.0532275071774,25.5769369440887,0,7.55975788715298,17.2543707541632
"5466","11",34685280,34685680,45.731916585457,11.5513289735436,15.1567033742748,0,0,0
"5467","11",34916363,34916763,0,0,0,0,0,0
"5468","11",34977052,34977452,40.7879256032454,22.2775630204056,7.57835168713741,43.5175135844515,2.15993082490085,8.17312298881414
"5469","11",35009123,35009523,0,2.47528478004506,0,0,2.15993082490085,0
"5470","11",35030649,35031049,27.1919504021636,12.3764239002253,2.84188188267653,0,0,0
"5471","11",35031874,35032274,14.8319729466347,10.7262340468619,0,0,5.39982706225213,6.35687343574433
"5472","11",35035852,35036252,11.123979709976,1.65018985336337,0,0,0,0
"5473","11",35040260,35040660,13.5959752010818,15.6768036069521,8.52564564802958,35.7066778128833,3.23989623735128,16.3462459776283
"5474","11",35077670,35078070,11.123979709976,3.30037970672675,4.73646980446088,41.2858462211463,14.0395503618555,10.8974973184189
"5475","11",35082439,35082839,42.0239233487983,23.9277528737689,0,0,0,0
"5476","11",35083698,35084098,33.3719391299281,22.2775630204056,17.9985852569513,0,0,0
"5477","11",35111562,35111962,12.3599774555289,15.6768036069521,10.4202335698139,0,12.9595849494051,0
"5478","11",35138902,35139302,0,0,0,0,0,0
"5479","11",35139535,35139935,0,0,0,54.6758504009775,26.9991353112606,39.0493653910009
"5480","11",35142611,35143011,50.6759075676685,10.7262340468619,33.1552886312262,7.81083577156822,0,9.08124776534905
"5481","11",35144257,35144657,0,0.825094926681687,0,0,0,0
"5482","11",35165605,35166005,33.3719391299281,12.3764239002253,9.47293960892176,10.0425031348734,3.23989623735128,3.63249910613962
"5483","11",35166631,35167031,7.41598647331734,0,0,0,0,0
"5484","11",35173120,35173520,23.4839571655049,12.3764239002253,0,0,0,0
"5485","11",35214783,35215183,22.247959419952,8.25094926681687,0,7.81083577156822,0,0
"5486","11",35260624,35261024,19.7759639288463,14.0266137535887,0,7.81083577156822,21.5993082490085,12.7137468714887
"5487","11",35337211,35337611,6.17998872776445,0,0,0,0,0
"5488","11",35364027,35364427,0,0,0,34.5908441312307,58.318132272323,20.8868698603028
"5489","11",35391041,35391441,4.94399098221156,0,0,0,0,0
"5490","11",35485657,35486057,22.247959419952,1.65018985336337,2.84188188267653,1.1158336816526,0,0
"5491","11",35491530,35491930,0,0,0,6.69500208991562,4.3198616498017,0
"5492","11",35511658,35512058,0,0,0,3.34750104495781,4.3198616498017,0
"5493","11",35530194,35530594,0,3.30037970672675,0,0,0,0
"5494","11",35549818,35550218,1.23599774555289,3.30037970672675,0,0,0,0
"5495","11",35593151,35593551,0,0,0,0,15.119515774306,0
"5496","11",35598547,35598947,39.5519278576925,47.0304108208562,11.3675275307061,0,0,0
"5497","11",35618841,35619241,0,0.825094926681687,0,0,0,0
"5498","11",35622085,35622485,0,0.825094926681687,0,36.8225114945359,28.0791007237111,31.7843671787217
"5499","11",35629948,35630348,0,0,0,0,0,0
"5500","11",35662515,35662915,0,0,0,0,0,0
"5501","11",35794874,35795274,2.47199549110578,0,0,0,0,0
"5502","11",35796608,35797008,0,5.77566448677181,0,29.0116757229677,9.71968871205383,10.8974973184189
"5503","11",35822083,35822483,3.70799323665867,0,0,2.23166736330521,5.39982706225213,0
"5504","11",35894141,35894541,0,0,0,0,0,0
"5505","11",35927716,35928116,0,0,0,0,0,0
"5506","11",35944212,35944612,0,0,0,1.1158336816526,0,0
"5507","11",36034890,36035290,0,0,0,17.8533389064416,0,20.8868698603028
"5508","11",36149799,36150199,0,0,0,0,0,0
"5509","11",36214456,36214856,17.3039684377405,12.3764239002253,0,0,0,0
"5510","11",36249286,36249686,0,0,0,0,0,0
"5511","11",36257318,36257718,0,0,0,0,0,0
"5512","11",36289268,36289668,0,0,0,0,0,0
"5513","11",36312581,36312981,0,0,0,7.81083577156822,5.39982706225213,2.72437432960471
"5514","11",36354639,36355039,0,0,0,0,0,0
"5515","11",36361960,36362360,0,0,0,0,0,0
"5516","11",36385096,36385496,7.41598647331734,16.5018985336337,0,0,0,0
"5517","11",36389803,36390203,2.47199549110578,0,0,2.23166736330521,7.55975788715298,2.72437432960471
"5518","11",36420839,36421239,0,0,0,0,0,0
"5519","11",36431791,36432191,3.70799323665867,0,0,0,3.23989623735128,0
"5520","11",36447970,36448370,0,0,0,0,0,0
"5521","11",36452950,36453350,0,0,0,10.0425031348734,0,0
"5522","11",36455796,36456196,0,0,0,0,0,0
"5523","11",36469782,36470182,0,0,0,6.69500208991562,3.23989623735128,0
"5524","11",36500400,36500800,0,0,0,0,0,0
"5525","11",36510060,36510460,0,0,0,0,0,0
"5526","11",36557326,36557726,3.70799323665867,0,0,0,0,0
"5527","11",36594261,36594661,0,0,0,0,0,0
"5528","11",36702609,36703009,0,3.30037970672675,0,16.737505224789,4.3198616498017,9.08124776534905
"5529","11",36747066,36747466,0,0,0,10.0425031348734,20.5193428365581,0
"5530","11",37320933,37321333,0,0,0,12.2741704981786,0,0
"5531","11",37370799,37371199,0,0,0,0,0,0
"5532","11",37504401,37504801,0,0,0,12.2741704981786,0,0
"5533","11",37560312,37560712,0,0,0,0,0,0
"5534","11",38019343,38019743,0,0,0,0,0,0
"5535","11",38089685,38090085,0,0,0,0,0,0
"5536","11",38169294,38169694,0,0,0,8.92666945322082,0,0
"5537","11",38337003,38337403,0,0,0,0,0,0
"5538","11",39365802,39366202,0,0,0,0,0,0
"5539","11",39541871,39542271,0,0,0,0,0,0
"5540","11",42524589,42524989,3.70799323665867,0,0.947293960892176,2.23166736330521,11.8796195369547,9.98937254188395
"5541","11",43278625,43279025,0,0,0,0,0,0
"5542","11",43311719,43312119,0,0,0,0,0,0
"5543","11",43358674,43359074,0,0,0,0,0,0
"5544","11",43376566,43376966,0,0,0,0,0,0
"5545","11",43396623,43397023,1.23599774555289,0,0,0,1.07996541245043,23.6112441899075
"5546","11",43643967,43644367,0,0,0,0,0,0
"5547","11",43680384,43680784,0,0,0,0,0,0
"5548","11",43738882,43739282,0,0,0,16.737505224789,0,0
"5549","11",43790116,43790516,0,0,0,0,0,0
"5550","11",43830910,43831310,0,0,0,0,0,0
"5551","11",43880583,43880983,0,0,0,0,0,0
"5552","11",43920639,43921039,0,0,0,0,0,0
"5553","11",44037350,44037750,0,0.825094926681687,0,0,7.55975788715298,0
"5554","11",44065982,44066382,0,0,0,0,0,0
"5555","11",44095438,44095838,0,0,0,0,1.07996541245043,3.63249910613962
"5556","11",44143993,44144393,0,0,0,35.7066778128833,7.55975788715298,20.8868698603028
"5557","11",44300790,44301190,0,0,0,16.737505224789,18.3594120116572,0.908124776534905
"5558","11",44301873,44302273,0,0,0,0,0,0
"5559","11",44312232,44312632,7.41598647331734,15.6768036069521,15.1567033742748,0,0,6.35687343574433
"5560","11",44333604,44334004,0,6.6007594134535,0,7.81083577156822,1.07996541245043,0
"5561","11",44445834,44446234,0,0,0,0,16.1994811867564,0
"5562","11",44565165,44565565,0,0,0,0,0,0
"5563","11",44569152,44569552,11.123979709976,0,0,0,0,0
"5564","11",44574587,44574987,0,0,0,0,0,0
"5565","11",44577208,44577608,4.94399098221156,0,0,0,0,0
"5566","11",44862234,44862634,0,0,0,0,0,0
"5567","11",44936384,44936784,0,0,0,23.4325073147047,20.5193428365581,16.3462459776283
"5568","11",44978868,44979268,0,0,0,34.5908441312307,14.0395503618555,39.0493653910009
"5569","11",44979827,44980227,0,0,0,1.1158336816526,3.23989623735128,0
"5570","11",45089278,45089678,0,0,0,5.57916840826301,17.2794465992068,23.6112441899075
"5571","11",45092058,45092458,0,0,0,0,0,0
"5572","11",45093180,45093580,19.7759639288463,4.12547463340844,0,0,18.3594120116572,6.35687343574433
"5573","11",45147035,45147435,0,0,0,0,0,0
"5574","11",45180699,45181099,0,0,0,0,0,0
"5575","11",45185285,45185685,6.17998872776445,0,0,0,0,0
"5576","11",45771897,45772297,0,0,0,13.3900041798312,19.4393774241077,12.7137468714887
"5577","11",45804875,45805275,0,0,0,0,0,0
"5578","11",45815740,45816140,0,0.825094926681687,0,0,0,0
"5579","11",45823353,45823753,0,0,0,31.2433430862729,12.9595849494051,11.8056220949538
"5580","11",45843124,45843524,0,1.65018985336337,0,11.158336816526,4.3198616498017,0
"5581","11",45847105,45847505,0,0,0,0,0,0
"5582","11",45858148,45858548,0,0,0,0,0,0
"5583","11",45899702,45900102,0,0,0,0,0,0
"5584","11",45917791,45918191,0,0,0,0,0,0
"5585","11",45918652,45919052,0,0,0,13.3900041798312,0,0
"5586","11",45922254,45922654,0,0,0,25.6641746780099,8.63972329960341,21.7949946368377
"5587","11",46121179,46121579,0,0,0,0,0,0
"5588","11",46127131,46127531,0,0,0,22.3166736330521,0,0
"5589","11",46159708,46160108,0,0,0,0,0,0
"5590","11",46183792,46184192,0,0,0,8.92666945322082,4.3198616498017,3.63249910613962
"5591","11",46237304,46237704,0,0,0,23.4325073147047,0,8.17312298881414
"5592","11",46239085,46239485,13.5959752010818,4.12547463340844,0,34.5908441312307,16.1994811867564,13.6218716480236
"5593","11",46243170,46243570,0,0,0,0,0,0
"5594","11",46248600,46249000,0,0,0,0,2.15993082490085,0
"5595","11",46294738,46295138,0,0,0,0,0,0
"5596","11",46295480,46295880,0,0,0,0,0,0
"5597","11",46309833,46310233,0,0,0,0,0,0
"5598","11",46338873,46339273,0,0,0,3.34750104495781,6.47979247470255,0
"5599","11",46347192,46347592,0,0,0,0,0,6.35687343574433
"5600","11",46363520,46363920,0,0,0,0,0,0
"5601","11",46369436,46369836,6.17998872776445,0,3.7891758435687,0,0,0
"5602","11",46386739,46387139,18.5399661832934,7.42585434013519,14.2094094133826,0,0,0
"5603","11",46389403,46389803,0,9.90113912018025,4.73646980446088,6.69500208991562,0,0
"5604","11",46472633,46473033,23.4839571655049,18.1520883869971,8.52564564802958,41.2858462211463,30.2390315486119,40.8656149440707
"5605","11",46553823,46554223,18.5399661832934,23.9277528737689,0,29.0116757229677,12.9595849494051,7.26499821227924
"5606","11",46557606,46558006,23.4839571655049,6.6007594134535,10.4202335698139,1.1158336816526,0,0
"5607","11",46593876,46594276,0,0,0,0,0,0
"5608","11",46617001,46617401,0,0,0,0,0,0
"5609","11",46700444,46700844,0,0,0,0,0,0
"5610","11",46846146,46846546,0,0,0,0,0,5.44874865920943
"5611","11",46920724,46921124,0,0,0.947293960892176,0,11.8796195369547,14.5299964245585
"5612","11",46930104,46930504,0,1.65018985336337,5.68376376535305,0,0,0
"5613","11",46936548,46936948,0,0,0,0,0,0
"5614","11",47004682,47005082,0,0,0,4.46333472661041,0,1.81624955306981
"5615","11",47143290,47143690,0,0,0,0,0,5.44874865920943
