"","seqnames","start","end","width","strand","Conc","Conc_treated","Conc_untreated","Fold","p.value","FDR"
"25133","5",126384961,126385361,401,"*",3.67450626103724,4.67450626103724,0,6.2154445871846,7.84361916414069e-07,1.00848434516193e-05
"26510","6",26026224,26026624,401,"*",3.648783009821,4.648783009821,0,6.19971447034617,7.89212168533844e-07,1.0138598392378e-05
"12360","17",4394197,4394597,401,"*",3.67626870691637,0,4.67626870691637,-6.17438274859858,7.9821807238966e-07,1.02456024783168e-05
"101","1",8028238,8028638,401,"*",3.62657780484313,4.62657780484313,0,6.18252026633524,8.02019943035029e-07,1.02836940694559e-05
"8511","13",33126193,33126593,401,"*",3.66075940977083,4.66075940977083,0,6.2029634768318,8.02543667641419e-07,1.02836940694559e-05
"27154","6",96939151,96939551,401,"*",3.70368963572309,4.70368963572309,0,6.23222106279453,8.05854442122062e-07,1.03173891634664e-05
"3130","1",220487305,220487705,401,"*",3.66351002261844,4.66351002261844,0,6.20783334340236,8.09250920921275e-07,1.03521236894203e-05
"11782","16",56945005,56945405,401,"*",3.62856315930635,4.62856315930635,0,6.18196474980034,8.10955913911034e-07,1.03651799764528e-05
"13117","17",68378574,68378974,401,"*",3.61639785205322,4.61639785205322,0,6.17459004295088,8.11856069183444e-07,1.03679359391673e-05
"796","1",51648367,51648767,401,"*",3.65099486351247,0,4.65099486351247,-6.1585136425457,8.14375935208579e-07,1.03913546037651e-05
"23051","4",41124866,41125266,401,"*",3.61383863239486,4.61383863239486,0,6.17368364175782,8.17441663429596e-07,1.04216931265191e-05
"32927","9",117783135,117783535,401,"*",3.62591730593243,4.62591730593243,0,6.17959108189963,8.21086951100129e-07,1.04593632980341e-05
"9624","14",64629019,64629419,401,"*",3.7257379154607,4.7257379154607,0,6.24772577691409,8.27123604312687e-07,1.05274068158991e-05
"26661","6",37059316,37059716,401,"*",4.2030683427907,5.18684159816346,0,5.91258099080929,8.28889378753989e-07,1.05410231155398e-05
"22464","3",188627617,188628017,401,"*",3.61443391989655,4.61443391989655,0,6.17174726297503,8.33664942007009e-07,1.05928600768776e-05
"25201","5",132265676,132266076,401,"*",3.77470673222225,4.77470673222225,0,6.27292246826945,8.40838562291633e-07,1.06750552091107e-05
"18382","2",235570271,235570671,401,"*",3.62507237776812,4.62507237776812,0,6.177417945846,8.4386222314273e-07,1.07044700433164e-05
"15172","2",9797876,9798276,401,"*",3.63398563419745,4.63398563419745,0,6.18263609782313,8.45185271671395e-07,1.07122812759288e-05
"25923","5",170752187,170752587,401,"*",3.67350538109374,4.67350538109374,0,6.21157560181017,8.49494134531412e-07,1.07578914394756e-05
"205","1",15795193,15795593,401,"*",3.71837938564638,0,4.71837938564638,-6.19739659734541,8.51445327519587e-07,1.0773593091572e-05
"31256","8",101446154,101446554,401,"*",4.1442866223951,5.13302329213586,0,5.8759401910745,8.62489651682791e-07,1.08987103265236e-05
"4984","10",125584953,125585353,401,"*",3.61020267031385,4.61020267031385,0,6.16710634822703,8.62772592202682e-07,1.08987103265236e-05
"33853","X",115616924,115617324,401,"*",3.61676258576161,4.61676258576161,0,6.17288887170565,8.65200932173251e-07,1.09202777655801e-05
"30240","7",149065744,149066144,401,"*",3.70994621342982,4.70994621342982,0,6.23012893585886,8.69027918212008e-07,1.09594478345038e-05
"21516","3",127588846,127589246,401,"*",3.63846042463179,0,4.63846042463179,-6.14775301272768,8.72217344558324e-07,1.09875943050384e-05
"14233","19",17255135,17255535,401,"*",3.63860385335603,0,4.63860385335603,-6.14644471498676,8.72710679318709e-07,1.09875943050384e-05
"21743","3",141360946,141361346,401,"*",3.67993089151291,4.67993089151291,0,6.21378224737198,8.83466616858132e-07,1.11137752316721e-05
"18080","2",221572386,221572786,401,"*",3.62513652533882,4.62513652533882,0,6.17714415084155,8.88844444927223e-07,1.11721476870272e-05
"7929","12",107200414,107200814,401,"*",3.64617401362612,4.64617401362612,0,6.18981674682318,8.99586638127872e-07,1.12884334888855e-05
"28950","7",43764903,43765303,401,"*",3.64617401362612,4.64617401362612,0,6.18981674682318,8.99586638127872e-07,1.12884334888855e-05
"6004","11",66694734,66695134,401,"*",3.64736549239745,0,4.64736549239745,-6.1493968039018,9.03762931745294e-07,1.13224027843644e-05
"12393","17",5111777,5112177,401,"*",3.71424756084995,4.71424756084995,0,6.23032782934303,9.03788786894001e-07,1.13224027843644e-05
"30578","8",25345361,25345761,401,"*",3.68480523009316,0,4.68480523009316,-6.17142647265318,9.07785653361111e-07,1.13630756246342e-05
"6456","11",96096014,96096414,401,"*",3.7351231090236,4.7351231090236,0,6.24215596715907,9.11658388388543e-07,1.14021287783096e-05
"11912","16",67277261,67277661,401,"*",3.68213301652125,0,4.68213301652125,-6.16694041740721,9.12432251506053e-07,1.14023918162629e-05
"12005","16",71526253,71526653,401,"*",3.65084435883269,4.65084435883269,0,6.19141370763545,9.16157803346629e-07,1.14383527879593e-05
"10184","14",102319494,102319894,401,"*",3.65457181607335,4.65457181607335,0,6.19177467474072,9.17994218638603e-07,1.14383527879593e-05
"15899","2",43595898,43596298,401,"*",4.15859998741111,0,5.14632129007091,-5.83858266784687,9.18267290993974e-07,1.14383527879593e-05
"29760","7",106460833,106461233,401,"*",3.64742860984019,0,4.64742860984019,-6.14943450233403,9.18330713730262e-07,1.14383527879593e-05
"26497","6",24980792,24981192,401,"*",3.95813573545605,4.95813573545605,0,6.38122983746773,9.23151103888768e-07,1.1488945455628e-05
"10455","15",51828617,51829017,401,"*",3.75055468625084,4.75055468625084,0,6.25052642022368,9.24786956708322e-07,1.14998548820232e-05
"14034","19",10106108,10106508,401,"*",3.63511465301849,0,4.63511465301849,-6.13992970326189,9.27635481442598e-07,1.15258137833713e-05
"15343","2",18210221,18210621,401,"*",3.60599744474782,4.60599744474782,0,6.15826234498974,9.38357118507057e-07,1.16494728827114e-05
"12502","17",17710898,17711298,401,"*",4.54325048315121,1.5615188764053,5.44891492141622,-3.77593965490194,9.41046281315659e-07,1.16732899072948e-05
"4997","10",126204286,126204686,401,"*",3.64984449387665,4.64984449387665,0,6.18529858954307,9.42960976115848e-07,1.16874688578156e-05
"31228","8",101003574,101003974,401,"*",3.66389047345974,0,4.66389047345974,-6.15624432379326,9.4711488522687e-07,1.17293557249764e-05
"21210","3",105611579,105611979,401,"*",3.59705808027873,4.59705808027873,0,6.15172139820539,9.56281795080418e-07,1.18332059381438e-05
"13166","17",72455992,72456392,401,"*",3.71033532900485,4.71033532900486,0,6.22341571109871,9.5711149143702e-07,1.18338046116776e-05
"25304","5",136053558,136053958,401,"*",4.48839689875965,5.40660932915573,1.3069553312936,3.87575256860487,9.70504485334501e-07,1.1989609245413e-05
"12490","17",17028152,17028552,401,"*",4.1513601168267,0,5.13901938152772,-5.8301697622559,9.71673902383657e-07,1.199427296292e-05
"24668","5",72816486,72816886,401,"*",3.66103309677921,4.6610330967792,0,6.19540536136785,9.72474212212131e-07,1.19943765620236e-05
"13041","17",64384420,64384820,401,"*",3.60311670355446,4.60311670355446,0,6.15533048687308,9.87272370649574e-07,1.21669872464267e-05
"28651","7",27641186,27641586,401,"*",3.60569499681588,4.60569499681588,0,6.15574453761113,9.88839762586286e-07,1.21763959708389e-05
"14489","19",36115159,36115559,401,"*",3.69118329659048,0,4.69118329659048,-6.16935809301522,9.92962070295424e-07,1.22172246276966e-05
"13172","17",72602904,72603304,401,"*",3.6428700244397,4.6428700244397,0,6.18134903861162,9.94770902069319e-07,1.22295455217061e-05
"3305","1",230073361,230073761,401,"*",3.58333502981443,4.58333502981443,0,6.14049532677592,1.00282897055679e-06,1.23111874031484e-05
"26855","6",47116585,47116985,401,"*",3.60158658199651,4.60158658199651,0,6.15238446742543,1.00303745249472e-06,1.23111874031484e-05
"26500","6",25174070,25174470,401,"*",3.62091033468337,4.62091033468337,0,6.16289951315875,1.00465419821028e-06,1.23140605441804e-05
"4854","10",114654802,114655202,401,"*",3.5937889218981,4.5937889218981,0,6.14656858773188,1.00524460514863e-06,1.23140605441804e-05
"9687","14",67600028,67600428,401,"*",3.69556118371127,0,4.69556118371127,-6.17135259940706,1.00571060960988e-06,1.23140605441804e-05
"31630","8",127307651,127308051,401,"*",3.61127486482727,4.61127486482727,0,6.1598257713789,1.00910720887999e-06,1.23323876771822e-05
"32309","9",72442249,72442649,401,"*",3.61127486482727,4.61127486482727,0,6.1598257713789,1.00910720887999e-06,1.23323876771822e-05
"15145","2",9251604,9252004,401,"*",3.77765380351843,4.77765380351843,0,6.26172604721862,1.00965012014432e-06,1.23323876771822e-05
"7227","12",13376947,13377347,401,"*",3.6136205050779,4.6136205050779,0,6.15782942892671,1.015076107337e-06,1.23886726202467e-05
"18420","2",237489446,237489846,401,"*",3.62035580334156,4.62035580334156,0,6.16167790040287,1.01831831087471e-06,1.2418236019733e-05
"14158","19",13747579,13747979,401,"*",3.75222807797387,0,4.75222807797387,-6.20281971617106,1.02444879168613e-06,1.24829456145439e-05
"18776","20",33789577,33789977,401,"*",3.61680995797235,0,4.61680995797235,-6.12024071471824,1.02624942736392e-06,1.24948342659598e-05
"3629","10",12720330,12720730,401,"*",3.64146261179001,4.64146261179001,0,6.17471146519165,1.02743481349299e-06,1.24992190242288e-05
"33792","X",107626951,107627351,401,"*",4.3431897299614,5.27823405538754,0.837666750358122,4.1265600516794,1.03357181587286e-06,1.25546306634546e-05
"20101","22",39474586,39474986,401,"*",3.62371169751926,4.62371169751925,0,6.16274333312988,1.03364746053927e-06,1.25546306634546e-05
"2798","1",202022992,202023392,401,"*",3.72011438600299,0,4.72011438600299,-6.18185870941194,1.03829656049413e-06,1.2600993353561e-05
"21609","3",132134552,132134952,401,"*",3.61403034127141,4.61403034127141,0,6.1565344292768,1.04088100524853e-06,1.26222447602036e-05
"27965","6",151391679,151392079,401,"*",3.57844056703866,4.57844056703866,0,6.13500213668755,1.04445331677884e-06,1.26543259602847e-05
"25444","5",142215852,142216252,401,"*",3.63749404306654,0,4.63749404306654,-6.13055093538022,1.04519752913748e-06,1.26543259602847e-05
"10138","14",100476356,100476756,401,"*",3.72465222970685,4.72465222970685,0,6.22767153279832,1.05901358337881e-06,1.28113576149005e-05
"26152","6",1208890,1209290,401,"*",3.58287728839318,4.58287728839318,0,6.13753643474683,1.06327509101854e-06,1.28423959557949e-05
"29735","7",105718445,105718845,401,"*",3.58287728839318,4.58287728839318,0,6.13753643474683,1.06327509101854e-06,1.28423959557949e-05
"4292","10",72784612,72785012,401,"*",3.81146512978054,4.81146512978054,0,6.28340930558689,1.06588910021621e-06,1.28637102086651e-05
"2971","1",209433244,209433644,401,"*",3.60464520398554,4.60464520398554,0,6.15209457187523,1.06948748967862e-06,1.28968610817455e-05
"31708","8",130366296,130366696,401,"*",3.6092390861686,4.6092390861686,0,6.15186206941432,1.0706907353479e-06,1.29010993457274e-05
"25059","5",115634655,115635055,401,"*",3.59521686366537,4.59521686366537,0,6.14326711935705,1.07279292973362e-06,1.29161539854892e-05
"18262","2",230687561,230687961,401,"*",4.26445330305513,5.24365849034016,0,5.34480970455693,1.08570657777499e-06,1.30612484725814e-05
"32182","9",33329229,33329629,401,"*",3.60638810464965,0,4.60638810464965,-6.11132024250835,1.08885983662143e-06,1.30867631072173e-05
"12302","17",2011735,2012135,401,"*",3.67631098772694,4.67631098772694,0,6.19773868694781,1.08981175171933e-06,1.30867631072173e-05
"24857","5",91219174,91219574,401,"*",3.67849149986064,4.67849149986064,0,6.19396775307665,1.09041958545545e-06,1.30867631072173e-05
"17587","2",177338101,177338501,401,"*",3.584511737805,4.584511737805,0,6.13475663033871,1.0916543773009e-06,1.30912091833725e-05
"6057","11",68010107,68010507,401,"*",3.62801899123711,0,4.62801899123711,-6.12188415091667,1.09352739195689e-06,1.31032957900151e-05
"13691","18",51137896,51138296,401,"*",3.57786946558563,4.57786946558563,0,6.13154407878766,1.09623190363251e-06,1.31253189030972e-05
"20103","22",39502081,39502481,401,"*",3.68656517729785,0,4.68656517729785,-6.15918736252308,1.09829678678923e-06,1.31396549231514e-05
"26460","6",21348451,21348851,401,"*",3.58178377196555,4.58178377196555,0,6.13260753335843,1.10034849426029e-06,1.31538108082608e-05
"27625","6",131660192,131660592,401,"*",3.58318455736575,4.58318455736575,0,6.13415594707496,1.10674418371181e-06,1.32198323395104e-05
"17933","2",215465247,215465647,401,"*",3.57269262858254,4.57269262858254,0,6.12659122081452,1.110605711621e-06,1.32470625566098e-05
"29080","7",47583333,47583733,401,"*",3.57543782257975,4.57543782257975,0,6.12823205358451,1.11077310490522e-06,1.32470625566098e-05
"21015","3",69179438,69179838,401,"*",3.67226902997737,4.67226902997737,0,6.18961271185778,1.11479163457704e-06,1.3284527220538e-05
"10457","15",51874624,51875024,401,"*",3.64240491918762,4.64240491918762,0,6.17083173439883,1.11569331799776e-06,1.32848199641463e-05
"22777","4",2468817,2469217,401,"*",3.57942493573616,4.57942493573616,0,6.13205930750613,1.12138046787865e-06,1.33420491488532e-05
"9635","14",64755860,64756260,401,"*",3.76663168677281,0,4.76663168677281,-6.21051263655444,1.12526184551961e-06,1.33777204962638e-05
"22461","3",188348658,188349058,401,"*",3.59424321485501,4.59424321485501,0,6.13785063869609,1.13898900209689e-06,1.35302960202035e-05
"6896","11",129738273,129738673,401,"*",3.58348548657054,4.58348548657054,0,6.13214720780457,1.14380370723528e-06,1.35768424371361e-05
"22441","3",187914246,187914646,401,"*",3.57066824801072,4.57066824801072,0,6.1233526904879,1.14611873332972e-06,1.35936682341519e-05
"14243","19",17326519,17326919,401,"*",3.59966831364974,0,4.59966831364974,-6.10199621058627,1.14803187758099e-06,1.36057048652909e-05
"8980","13",101452505,101452905,401,"*",3.62650763133009,4.62650763133009,0,6.15754214553727,1.14964615684639e-06,1.3613490282502e-05
"27651","6",133099527,133099927,401,"*",3.56500201214997,4.56500201214997,0,6.11962502579935,1.15262369915849e-06,1.3613490282502e-05
"17489","2",172783012,172783412,401,"*",3.63719102837927,4.63719102837927,0,6.1683744087513,1.15277985220639e-06,1.3613490282502e-05
"5476","11",35083698,35084098,401,"*",3.61761365406612,0,4.61761365406612,-6.11225102311444,1.15325296201542e-06,1.3613490282502e-05
"22782","4",2936004,2936404,401,"*",3.61467115780812,0,4.61467115780812,-6.11561336120284,1.15348726134077e-06,1.3613490282502e-05
"10087","14",96095831,96096231,401,"*",3.71234637596147,4.71234637596147,0,6.21141334235895,1.15408170624142e-06,1.3613490282502e-05
"5268","11",18490321,18490721,401,"*",4.17337899530816,5.1139366328799,0.542628752662756,4.20569449457847,1.15582181923908e-06,1.36234064390624e-05
"6874","11",128574646,128575046,401,"*",3.57977211678996,4.57977211678996,0,6.12804190064662,1.15936288053938e-06,1.36472704491128e-05
"31048","8",89804878,89805278,401,"*",3.62984926255576,4.62984926255576,0,6.15898333287291,1.15971898191023e-06,1.36472704491128e-05
"21973","3",159787162,159787562,401,"*",3.63875908330385,4.63875908330385,0,6.16787535955349,1.16054960639491e-06,1.36472704491128e-05
"25350","5",138725169,138725569,401,"*",3.64922630893491,4.64922630893491,0,6.17281400010451,1.16993105191094e-06,1.37364034967348e-05
"33533","X",24145741,24146141,401,"*",3.6010693721558,4.6010693721558,0,6.14022185689669,1.16994325305611e-06,1.37364034967348e-05
"26472","6",22221600,22222000,401,"*",3.6532327102557,4.6532327102557,0,6.1749065551998,1.17258494379472e-06,1.37567556612818e-05
"4959","10",124106327,124106727,401,"*",3.56979032511316,4.56979032511316,0,6.12076975382369,1.18422539426683e-06,1.38825679733478e-05
"16157","2",57720765,57721165,401,"*",3.67720555851309,4.67720555851309,0,6.19011044319751,1.18594221785819e-06,1.38919418651819e-05
"25620","5",150161555,150161955,401,"*",3.63789172896168,0,4.63789172896168,-6.1253074421099,1.18769693674006e-06,1.39017448252434e-05
"32724","9",107361839,107362239,401,"*",3.58823594728882,0,4.58823594728882,-6.09407285982811,1.18952901521466e-06,1.39124374242789e-05
"32210","9",35518121,35518521,401,"*",3.71590464260249,0,4.71590464260249,-6.17088102090394,1.19271289547156e-06,1.39215272118848e-05
"24540","5",57825156,57825556,401,"*",3.57631231656397,4.57631231656397,0,6.12413158346527,1.19296493134313e-06,1.39215272118848e-05
"8172","12",121276994,121277394,401,"*",3.60811965099854,0,4.60811965099854,-6.10970227383682,1.19306366836303e-06,1.39215272118848e-05
"29767","7",107891293,107891693,401,"*",3.80252925866713,4.80252925866713,0,6.26571349864952,1.19648230742127e-06,1.39486632133776e-05
"27914","6",149749821,149750221,401,"*",3.58420475139888,4.58420475139888,0,6.12961727158429,1.19723109582668e-06,1.39486632133776e-05
"19856","22",31211949,31212349,401,"*",3.59547654296329,4.59547654296329,0,6.13627918603435,1.21637167997699e-06,1.41584623178734e-05
"18827","20",36604838,36605238,401,"*",3.62087164016205,0,4.62087164016205,-6.11071829002139,1.21710801121558e-06,1.41584623178734e-05
"31813","8",134802233,134802633,401,"*",3.55800263007142,4.55800263007142,0,6.11177734137742,1.22032952765462e-06,1.41755065075757e-05
"29650","7",100264662,100265062,401,"*",4.34161839535646,5.25345062650346,1.2653878020751,3.74077500148374,1.22044503406039e-06,1.41755065075757e-05
"5108","11",6458335,6458735,401,"*",3.59569743065599,4.59569743065599,0,6.13807784084426,1.22221839524034e-06,1.41788744120042e-05
"32559","9",94919842,94920242,401,"*",4.10342279411013,5.08602864973813,0,5.82432883498431,1.22300191338279e-06,1.41788744120042e-05
"16886","2",112301306,112301706,401,"*",4.08346554899297,5.0717152481789,0,5.81285567865646,1.22354343433841e-06,1.41788744120042e-05
"17821","2",200713048,200713448,401,"*",3.60531821033635,0,4.60531821033636,-6.10013239810264,1.22612115705165e-06,1.41978830617005e-05
"26906","6",52929278,52929678,401,"*",3.57585234117292,4.57585234117292,0,6.12240881333467,1.23924460376745e-06,1.43388837040961e-05
"6710","11",119108205,119108605,401,"*",3.58801777317526,4.58801777317526,0,6.13066389437774,1.25758535418676e-06,1.45399906675669e-05
"11916","16",67404821,67405221,401,"*",3.59142965664589,0,4.59142965664589,-6.08939923455698,1.27435940553077e-06,1.47130245649774e-05
"14","1",1064062,1064462,401,"*",3.55957965642081,4.55957965642081,0,6.11092025385346,1.27525311894702e-06,1.47130245649774e-05
"29998","7",131164572,131164972,401,"*",3.56197113722357,4.56197113722357,0,6.11024083882347,1.27546555221282e-06,1.47130245649774e-05
"31509","8",123042257,123042657,401,"*",3.78403101508042,4.78403101508042,0,6.24942888803868,1.27943779903363e-06,1.47476140823161e-05
"17880","2",207163481,207163881,401,"*",3.56177238377886,4.56177238377886,0,6.11179738930658,1.28316633193146e-06,1.47793439265657e-05
"18075","2",221463205,221463605,401,"*",3.56343090513698,4.56343090513698,0,6.11065847677128,1.28419248063837e-06,1.47799234891708e-05
"17371","2",158926607,158927007,401,"*",3.60640945189724,4.60640945189724,0,6.13821182812559,1.28750256446652e-06,1.48067682926423e-05
"19078","20",49681448,49681848,401,"*",4.23765601248053,5.21646846097387,0,5.31694174044869,1.3013227722628e-06,1.49543510688107e-05
"32806","9",111965488,111965888,401,"*",3.63546580513531,0,4.63546580513531,-6.11667575369628,1.30707569390728e-06,1.50090738892491e-05
"2330","1",161566117,161566517,401,"*",3.56250255292557,4.56250255292557,0,6.11085799147338,1.3102479290915e-06,1.50249754538174e-05
"28025","6",156780351,156780751,401,"*",3.55143710059278,4.55143710059278,0,6.10219415896048,1.31044451171879e-06,1.50249754538174e-05
"14144","19",13037161,13037561,401,"*",3.63288637016512,4.63288637016512,0,6.15344270367597,1.31425505876698e-06,1.50365925862214e-05
"15153","2",9400452,9400852,401,"*",3.55023309288014,4.55023309288014,0,6.1023496349394,1.31428858338783e-06,1.50365925862214e-05
"26843","6",46876166,46876566,401,"*",4.16085378928867,5.14414241936647,0,5.85678062299113,1.31443606128067e-06,1.50365925862214e-05
"21517","3",127591578,127591978,401,"*",3.71713619396761,0,4.71713619396761,-6.1702417886094,1.32294442215877e-06,1.51225028060504e-05
"2220","1",156692620,156693020,401,"*",3.55217251802167,4.55217251802167,0,6.10190259370096,1.32513300787015e-06,1.51360969360493e-05
"18692","20",24672820,24673220,401,"*",3.59205424454132,4.59205424454132,0,6.1284792145619,1.32774111532947e-06,1.51544588792616e-05
"436","1",32992399,32992799,401,"*",3.65788576475919,0,4.65788576475919,-6.12635770699152,1.33494682342614e-06,1.52252293581418e-05
"32980","9",121720349,121720749,401,"*",3.57170365403548,4.57170365403548,0,6.11270156204787,1.34333654221784e-06,1.53093869589402e-05
"27301","6",109892996,109893396,401,"*",3.5787879850307,4.5787879850307,0,6.1166466320001,1.34874273703665e-06,1.5359441725682e-05
"27340","6",112087364,112087764,401,"*",4.44653027715145,5.42821676023185,0,5.47652686596269,1.35034394625133e-06,1.53661227722935e-05
"24744","5",76831107,76831507,401,"*",3.7094801479845,0,4.7094801479845,-6.15751369107696,1.35197897857567e-06,1.53731783855159e-05
"28537","7",22564685,22565085,401,"*",3.57950959505882,4.57950959505882,0,6.11642303040904,1.36218546649579e-06,1.54776152104616e-05
"10371","15",41018472,41018872,401,"*",4.06216817638484,5.04846775022335,0,5.79294615029002,1.37307276141262e-06,1.55884415118679e-05
"32892","9",115291749,115292149,401,"*",3.59843791075257,4.59843791075257,0,6.13093481154846,1.37399771677959e-06,1.55884415118679e-05
"32796","9",111631060,111631460,401,"*",4.29871103791923,5.25268210769128,0.305676111783848,4.80384515566317,1.37908948137339e-06,1.56344979677256e-05
"17860","2",203758955,203759355,401,"*",3.55364222919136,4.55364222919137,0,6.09995117206799,1.38362604741094e-06,1.56711502073451e-05
"26465","6",21678960,21679360,401,"*",3.58080101196405,4.58080101196405,0,6.11615629879635,1.38439185114404e-06,1.56711502073451e-05
"29416","7",76166589,76166989,401,"*",4.32409822399232,0.110985108606068,5.28467138711523,-4.81909358048978,1.39833072541473e-06,1.58171151360205e-05
"13677","18",50162764,50163164,401,"*",3.58375355908566,4.58375355908566,0,6.11894383405061,1.40507779442979e-06,1.58769560439736e-05
"9115","13",110287025,110287425,401,"*",3.55900103821237,4.55900103821237,0,6.1041526107047,1.40571755281715e-06,1.58769560439736e-05
"21151","3",99901440,99901840,401,"*",3.76532141933378,4.76532141933378,0,6.23090373520246,1.40761640534082e-06,1.58865559428406e-05
"3748","10",24849442,24849842,401,"*",3.55328870197624,4.55328870197624,0,6.10029516453365,1.41625793997449e-06,1.59721837370466e-05
"14893","19",51000975,51001375,401,"*",3.5951063872511,4.5951063872511,0,6.12342081483599,1.43094545986254e-06,1.61199257501791e-05
"701","1",45499958,45500358,401,"*",3.68142801708795,4.68142801708795,0,6.17826931213001,1.4314868700641e-06,1.61199257501791e-05
"4818","10",112815589,112815989,401,"*",3.7219277611791,4.7219277611791,0,6.20560835663999,1.43938280192266e-06,1.61967993446661e-05
"25299","5",136006721,136007121,401,"*",3.53504067976375,4.53504067976376,0,6.08606370921981,1.44528747732823e-06,1.62511686203514e-05
"7069","12",6377652,6378052,401,"*",3.56480367584529,4.56480367584529,0,6.10660856376435,1.44834198605221e-06,1.62681007740635e-05
"33189","9",134378920,134379320,401,"*",4.09287931242187,5.08120574419321,0,5.81350279609295,1.44894149902361e-06,1.62681007740635e-05
"11923","16",67660099,67660499,401,"*",3.75898326587504,4.75898326587504,0,6.22816838680425,1.45255555076428e-06,1.62965973125005e-05
"826","1",53541861,53542261,401,"*",4.04740265337636,5.03535368427982,0,5.77895358210743,1.45480340002687e-06,1.63090438326938e-05
"6170","11",73185799,73186199,401,"*",3.56707387590578,4.56707387590578,0,6.10460110746304,1.4558185172192e-06,1.63090438326938e-05
"32714","9",106682478,106682878,401,"*",3.53355188617182,4.53355188617182,0,6.08432496308669,1.46454334486605e-06,1.63946589071258e-05
"32486","9",89138409,89138809,401,"*",4.27670897190365,5.256091325507,0,5.34180309884434,1.47578230311208e-06,1.650827087366e-05
"31179","8",98901415,98901815,401,"*",4.06296243669637,5.05104325552751,0,5.79124389817375,1.47964143810363e-06,1.65392245177251e-05
"7577","12",56221799,56222199,401,"*",3.5733036258209,0,4.5733036258209,-6.06753054202792,1.48600479848508e-06,1.65981037447308e-05
"3138","1",221335416,221335816,401,"*",3.71798189770541,4.71798189770541,0,6.19668012445704,1.50542511585827e-06,1.68026299224682e-05
"2735","1",199759256,199759656,401,"*",3.55685028633434,4.55685028633434,0,6.09614007828647,1.51098525473455e-06,1.68522700060453e-05
"13408","18",8329178,8329578,401,"*",3.53700062214669,4.53700062214669,0,6.08316848480636,1.51256568282894e-06,1.68574833201819e-05
"18894","20",41177611,41178011,401,"*",3.53738598845661,4.53738598845661,0,6.08534920363338,1.51633069868867e-06,1.68870182076019e-05
"19510","21",33683273,33683673,401,"*",3.53120033121434,4.53120033121434,0,6.07942055808989,1.51979923332901e-06,1.69132102777379e-05
"620","1",41862910,41863310,401,"*",3.57666310993149,0,4.57666310993149,-6.06782243936901,1.52427975644583e-06,1.69506176146318e-05
"17896","2",207847791,207848191,401,"*",3.55190492527964,4.55190492527965,0,6.09138812440481,1.52797364222769e-06,1.69792287492154e-05
"25426","5",141713890,141714290,401,"*",4.12108166914378,5.06296514241726,0.458446873038839,4.3744167416238,1.52972699944455e-06,1.69862500979378e-05
"1607","1",109257369,109257769,401,"*",3.52923248772174,4.52923248772174,0,6.07872417317118,1.5337976781694e-06,1.70131794675828e-05
"31624","8",127216220,127216620,401,"*",3.56497941346958,0,4.56497941346958,-6.06049506910008,1.53439872921683e-06,1.70131794675828e-05
"6234","11",75768531,75768931,401,"*",3.65676195747714,4.65676195747714,0,6.15936835425339,1.54083858676909e-06,1.70624333584715e-05
"20192","22",42947144,42947544,401,"*",3.52836957332152,4.52836957332152,0,6.07681278996314,1.5410939412643e-06,1.70624333584715e-05
"8538","13",35891893,35892293,401,"*",3.58311224106363,4.58311224106363,0,6.11016551237674,1.54624733177858e-06,1.71069847239725e-05
"2801","1",202047057,202047457,401,"*",4.18905496626149,5.14487878105567,0.137669514507018,4.50858763384575,1.54818766576294e-06,1.71159491866026e-05
"15479","2",24365099,24365499,401,"*",3.52970756722977,4.52970756722977,0,6.07684558407554,1.5595691188626e-06,1.72292004918257e-05
"32463","9",87599807,87600207,401,"*",3.55615707268721,4.55615707268721,0,6.09248815937418,1.56145187392633e-06,1.72374271738252e-05
"28329","7",5570043,5570443,401,"*",3.66583296121685,0,4.66583296121685,-6.11956864907502,1.5646948030907e-06,1.72568023204258e-05
"17025","2",120403729,120404129,401,"*",4.23495245115945,5.21372486386118,0,5.31103942935333,1.56548569841972e-06,1.72568023204258e-05
"13165","17",72422805,72423205,401,"*",3.52612544535663,4.52612544535663,0,6.07425537792513,1.57046373451835e-06,1.72990863440108e-05
"27355","6",113122000,113122400,401,"*",3.59326890850287,4.59326890850287,0,6.11495420057957,1.57698780919177e-06,1.73583265683275e-05
"16318","2",67917552,67917952,401,"*",3.58291637909163,4.58291637909163,0,6.1105325679563,1.57871311760627e-06,1.73646978062924e-05
"5435","11",34214878,34215278,401,"*",3.57179583560346,0,4.57179583560346,-6.06340142008821,1.58380052479878e-06,1.7408013605662e-05
"1271","1",87200910,87201310,401,"*",3.70090619332143,4.70090619332143,0,6.18214174049005,1.58502176772622e-06,1.74088032588697e-05
"29768","7",107949196,107949596,401,"*",3.53492549763133,4.53492549763133,0,6.07801814613764,1.60462249518507e-06,1.76113132696182e-05
"31909","8",142699731,142700131,401,"*",3.58383169195358,4.58383169195358,0,6.10781098705535,1.61174984399104e-06,1.76767292810197e-05
"31872","8",141037847,141038247,401,"*",3.55132322016125,4.55132322016125,0,6.08717919429496,1.61897115093144e-06,1.77430803560113e-05
"25475","5",142827072,142827472,401,"*",3.55835500418141,4.55835500418141,0,6.09124033367386,1.62229132253001e-06,1.77633445196901e-05
"13176","17",72683953,72684353,401,"*",3.51893440812601,4.51893440812601,0,6.06780068283925,1.62316577414837e-06,1.77633445196901e-05
